timestamp,insulation_thickness_mm,insulation_layers,relative_permittivity_epsr,dielectric_strength_kv_per_mm,tan_delta,volume_resistivity_ohm_cm
2026-02-07 20:54:06,24.248546607067354,5.0,2.33105048018228,30.206910628601637,0.0005655747920873423,3.728327380158689e+17
2026-02-07 20:54:06,21.589577479249588,7.0,2.264139430512474,27.156201556511952,0.000434571723417404,4.748509106292087e+16
2026-02-07 20:54:06,21.41902489920351,3.0,2.274258964044734,29.104915020157016,0.0005375441947349871,2.9373417178228644e+16
2026-02-07 20:54:06,26.4226051922291,5.0,2.373032835417831,27.83621789671899,0.0001637699182305651,1.4218900351433074e+17
2026-02-07 20:54:06,30.570411109327015,6.0,2.151169472363654,34.5136256233375,0.0002924565960616111,5.145599753436672e+16
2026-02-07 20:54:06,24.979065669552984,6.0,2.345334020487066,28.60148561308307,0.00044346094040594974,5553184751613600.0
2026-02-07 20:54:06,23.78275641150536,7.0,2.623298275518102,29.671197331993262,0.000291607724589625,1.3490237451794564e+16
2026-02-07 20:54:06,22.554046587996137,7.0,2.5437118317236433,32.148683247257544,0.0002387966053502862,1.798923285009131e+17
2026-02-07 20:54:06,22.51123196469049,7.0,2.4653756357341203,26.455073757817853,0.0006604138151552262,6773739420136045.0
2026-02-07 20:54:06,20.408949041319545,7.0,2.266181713549831,33.09753579663218,0.00024445822482471914,1.9465237974363336e+16
2026-02-07 20:54:06,33.83864546423596,4.0,2.5638185156685505,30.0408976619412,0.0004929573966707097,1.2228877339232536e+16
2026-02-07 20:54:06,22.11550662914872,6.0,2.4528797813024337,34.75642735929266,0.0003770862699561502,8730882723027335.0
2026-02-07 20:54:06,29.72856311826015,5.0,2.3056980405438225,29.92872752842448,0.00019913330449957008,3.043248581125161e+17
2026-02-07 20:54:06,25.648302973547562,5.0,2.2736758858507438,32.52695542148359,0.00033087376349592417,1.3382434903066418e+16
2026-02-07 20:54:06,29.853090744907394,5.0,2.5450408638747843,30.293075511676303,0.0006515108314400735,1.4450998942279242e+17
2026-02-07 20:54:06,28.872588908058177,6.0,2.4291254038621353,30.2900815821236,0.00038398309416579133,8.093453085302459e+16
2026-02-07 20:54:06,24.91203900523405,7.0,2.1062983095592993,34.06032073917244,5e-05,1.4278380293503579e+17
2026-02-07 20:54:06,30.69373223882538,3.0,2.479146859513536,32.698677498052874,0.00039098885346221213,1.0870477289105668e+16
2026-02-07 20:54:06,23.210574266099258,7.0,2.188688069446856,40.83030095613278,5e-05,1.6102542765991472e+16
2026-02-07 20:54:06,28.23713541518786,6.0,2.593940504721357,28.907867572408694,5e-05,1.0017513903136596e+16
2026-02-07 20:54:06,26.557362626868567,7.0,2.5925994914286763,35.12847287204677,0.0006170148839163923,4191851661090960.5
2026-02-07 20:54:06,26.161963610654386,5.0,2.3417557875735944,33.782348555257855,0.00012402522358502484,1.0034354755112186e+16
2026-02-07 20:54:06,23.977094657723935,6.0,2.634391225590187,29.21300790588394,0.00038988489185387115,1.3096112879240342e+16
2026-02-07 20:54:06,31.301584082743933,3.0,2.424203691037833,31.371956046793773,0.00032882908935058514,5.957799014794881e+17
2026-02-07 20:54:06,22.817464886929194,5.0,2.533642494689413,30.8390911386787,0.000565349478606842,2.2019491088358228e+16
